Parameters,PDB_ID,Pocket,Pocket_Type,Ligand_Overlap,Pocket_Overlap,Center_Offset,Volume_Ratio,PDB_count,PocNum_Max
m3.4_M5.4_i10_D1.6,3E5C,1,Known,0.667,1,3.35,,13,2
m3.4_M5.4_i10_D1.6,3NPQ,1,Known,0.5,1,4.04,,13,2
m3.4_M5.4_i10_D1.6,4B5R,1,Known,0.37,0.941,4.72,,13,6
m3.4_M5.4_i10_D1.6,4RZD,1,Known,1,1,0.49,,13,4
m3.4_M5.4_i10_D1.6,5KX9,1,Known,0.593,1,2.59,,13,10
m3.4_M5.4_i10_D1.6,6FZ0,1,Known,0.593,1,3.69,,13,4
m3.4_M5.4_i10_D1.6,6UBU,1,Known,1,1,0.494,,13,3
m3.4_M5.4_i10_D1.6,7ELR,1,Known,0.909,0.878,1.88,,13,2
m3.4_M5.4_i10_D1.6,8D2B,1,Known,0.696,1,3.35,,13,3
m3.4_M5.4_i10_D2.0,1F27,1,Known,0.75,0.914,2.83,,13,2
m3.4_M5.4_i10_D2.0,1Q8N,1,Known,1,0.971,0.75,,13,5
m3.4_M5.4_i10_D2.0,2GDI,1,Known,0.5,0.773,4.81,,13,5
m3.4_M5.4_i10_D2.0,3E5C,1,Known,0.778,1,2.97,,13,2
m3.4_M5.4_i10_D2.0,3NPQ,1,Known,0.5,1,4.65,,13,2
m3.4_M5.4_i10_D2.0,3NPQ,2,Known,0.346,1,5.12,,13,2
m3.4_M5.4_i10_D2.0,4B5R,1,Known,0.481,0.815,4.55,,13,7
m3.4_M5.4_i10_D2.0,4RZD,1,Known,1,1,0.49,,13,4
m3.4_M5.4_i10_D2.0,5KX9,1,Known,0.593,1,2.59,,13,12
m3.4_M5.4_i10_D2.0,5KX9,3,Known,0.556,0.438,5.34,,13,12
m3.4_M5.4_i10_D2.0,6FZ0,1,Known,0.593,1,3.82,,13,4
m3.4_M5.4_i10_D2.0,6LAS,1,Known,0.556,1,3.11,,13,5
m3.4_M5.4_i10_D2.0,6UBU,1,Known,1,1,0.494,,13,5
m3.4_M5.4_i10_D2.0,7ELR,1,Known,0.909,0.857,1.92,,13,2
m3.4_M5.4_i10_D2.0,8D2B,1,Known,0.696,0.982,3.34,,13,3
m3.4_M5.4_i10_D2.4,1F27,1,Known,0.75,0.914,2.83,,13,2
m3.4_M5.4_i10_D2.4,1Q8N,1,Known,1,0.803,0.965,,13,5
m3.4_M5.4_i10_D2.4,2GDI,1,Known,0.615,0.78,4.36,,13,6
m3.4_M5.4_i10_D2.4,3E5C,1,Known,0.778,0.833,3.66,,13,3
m3.4_M5.4_i10_D2.4,3NPQ,1,Known,0.462,0.923,5.01,,13,3
m3.4_M5.4_i10_D2.4,3NPQ,2,Known,0.5,0.964,4.8,,13,3
m3.4_M5.4_i10_D2.4,4B5R,1,Known,0.63,0.865,3.32,,13,9
m3.4_M5.4_i10_D2.4,4RZD,1,Known,1,1,0.49,,13,4
m3.4_M5.4_i10_D2.4,5KX9,6,Known,1,0.681,1.71,,13,11
m3.4_M5.4_i10_D2.4,6FZ0,1,Known,0.593,0.98,3.77,,13,4
m3.4_M5.4_i10_D2.4,6LAS,1,Known,0.556,1,3.11,,13,5
m3.4_M5.4_i10_D2.4,6UBU,1,Known,1,1,0.494,,13,6
m3.4_M5.4_i10_D2.4,7ELR,1,Known,0.909,0.857,1.92,,13,3
m3.4_M5.4_i10_D2.4,8D2B,1,Known,0.696,0.982,3.34,,13,4
m3.4_M5.4_i10_D2.8,1F27,1,Known,0.875,0.917,2.68,,13,2
m3.4_M5.4_i10_D2.8,1Q8N,1,Known,1,0.791,0.822,,13,5
m3.4_M5.4_i10_D2.8,2GDI,2,Known,0.615,0.78,4.36,,13,7
m3.4_M5.4_i10_D2.8,3E5C,1,Known,0.778,0.761,3.71,,13,3
m3.4_M5.4_i10_D2.8,3E5C,3,Known,0.37,0.692,3.39,,13,3
m3.4_M5.4_i10_D2.8,3NPQ,1,Known,0.923,0.927,0.553,,13,3
m3.4_M5.4_i10_D2.8,4B5R,1,Known,0.63,0.865,3.32,,13,11
m3.4_M5.4_i10_D2.8,4RZD,1,Known,1,1,0.363,,13,6
m3.4_M5.4_i10_D2.8,5KX9,8,Known,1,0.681,1.71,,13,13
m3.4_M5.4_i10_D2.8,6FZ0,1,Known,0.63,0.98,3.61,,13,4
m3.4_M5.4_i10_D2.8,6LAS,1,Known,0.704,1,1.8,,13,6
m3.4_M5.4_i10_D2.8,6UBU,1,Known,1,1,0.494,,13,6
m3.4_M5.4_i10_D2.8,7ELR,1,Known,0.909,0.632,3.1,,13,4
m3.4_M5.4_i10_D2.8,8D2B,1,Known,0.696,0.982,3.34,,13,6
m3.4_M5.4_i10_D3.2,1F27,1,Known,0.875,0.892,2.78,,13,3
m3.4_M5.4_i10_D3.2,1Q8N,1,Known,1,0.642,1.3,,13,4
m3.4_M5.4_i10_D3.2,2GDI,2,Known,0.615,0.78,4.36,,13,8
m3.4_M5.4_i10_D3.2,3E5C,2,Known,0.889,0.698,2.43,,13,4
m3.4_M5.4_i10_D3.2,3NPQ,1,Known,0.923,0.823,1.15,,13,3
m3.4_M5.4_i10_D3.2,4B5R,1,Known,0.63,0.767,3.56,,13,11
m3.4_M5.4_i10_D3.2,4RZD,1,Known,1,1,0.363,,13,10
m3.4_M5.4_i10_D3.2,5KX9,10,Known,1,0.681,1.71,,13,14
m3.4_M5.4_i10_D3.2,6FZ0,1,Known,0.63,0.98,3.61,,13,4
m3.4_M5.4_i10_D3.2,6LAS,1,Known,0.704,1,1.8,,13,7
m3.4_M5.4_i10_D3.2,6UBU,1,Known,1,0.833,1.73,,13,6
m3.4_M5.4_i10_D3.2,7ELR,1,Known,1,0.618,1.88,,13,3
m3.4_M5.4_i10_D3.2,8D2B,1,Known,0.696,0.982,3.34,,13,5
m3.4_M5.4_i15_D1.6,1F27,1,Known,0.75,1,1.72,,13,1
m3.4_M5.4_i15_D1.6,1Q8N,1,Known,1,1,0.452,,13,2
m3.4_M5.4_i15_D1.6,2GDI,1,Known,0.5,0.829,4.98,,13,2
m3.4_M5.4_i15_D1.6,3E5C,1,Known,0.667,1,3.35,,13,1
m3.4_M5.4_i15_D1.6,3NPQ,1,Known,0.5,1,4.04,,13,1
m3.4_M5.4_i15_D1.6,4B5R,1,Known,0.37,0.941,4.72,,13,2
m3.4_M5.4_i15_D1.6,4RZD,1,Known,1,1,0.49,,13,2
m3.4_M5.4_i15_D1.6,5KX9,1,Known,0.593,1,2.59,,13,6
m3.4_M5.4_i15_D1.6,6FZ0,1,Known,0.593,1,3.69,,13,2
m3.4_M5.4_i15_D1.6,6UBU,1,Known,1,1,0.494,,13,1
m3.4_M5.4_i15_D1.6,7ELR,1,Known,0.909,0.878,1.88,,13,2
m3.4_M5.4_i15_D1.6,8D2B,1,Known,0.696,1,3.35,,13,2
m3.4_M5.4_i15_D2.0,1F27,1,Known,0.75,0.914,2.83,,13,1
m3.4_M5.4_i15_D2.0,1Q8N,1,Known,1,0.971,0.75,,13,3
m3.4_M5.4_i15_D2.0,2GDI,1,Known,0.5,0.773,4.81,,13,3
m3.4_M5.4_i15_D2.0,3E5C,1,Known,0.778,1,2.97,,13,1
m3.4_M5.4_i15_D2.0,3NPQ,1,Known,0.5,1,4.65,,13,2
m3.4_M5.4_i15_D2.0,3NPQ,2,Known,0.346,1,5.12,,13,2
m3.4_M5.4_i15_D2.0,4B5R,1,Known,0.481,0.815,4.55,,13,3
m3.4_M5.4_i15_D2.0,4RZD,1,Known,1,1,0.49,,13,2
m3.4_M5.4_i15_D2.0,5KX9,1,Known,0.593,1,2.59,,13,6
m3.4_M5.4_i15_D2.0,5KX9,3,Known,0.556,0.438,5.34,,13,6
m3.4_M5.4_i15_D2.0,6FZ0,1,Known,0.593,1,3.82,,13,2
m3.4_M5.4_i15_D2.0,6LAS,1,Known,0.556,1,3.11,,13,3
m3.4_M5.4_i15_D2.0,6UBU,1,Known,1,1,0.494,,13,2
m3.4_M5.4_i15_D2.0,7ELR,1,Known,0.909,0.857,1.92,,13,2
m3.4_M5.4_i15_D2.0,8D2B,1,Known,0.696,0.982,3.34,,13,2
m3.4_M5.4_i15_D2.4,1F27,1,Known,0.75,0.914,2.83,,13,1
m3.4_M5.4_i15_D2.4,1Q8N,1,Known,1,0.803,0.965,,13,3
m3.4_M5.4_i15_D2.4,2GDI,1,Known,0.615,0.78,4.36,,13,3
m3.4_M5.4_i15_D2.4,3E5C,1,Known,0.778,0.833,3.66,,13,2
m3.4_M5.4_i15_D2.4,3NPQ,1,Known,0.462,0.923,5.01,,13,2
m3.4_M5.4_i15_D2.4,3NPQ,2,Known,0.5,0.964,4.8,,13,2
m3.4_M5.4_i15_D2.4,4B5R,1,Known,0.63,0.865,3.32,,13,4
m3.4_M5.4_i15_D2.4,4RZD,1,Known,1,1,0.49,,13,3
m3.4_M5.4_i15_D2.4,5KX9,3,Known,1,0.681,1.71,,13,6
m3.4_M5.4_i15_D2.4,6FZ0,1,Known,0.593,0.98,3.77,,13,3
m3.4_M5.4_i15_D2.4,6LAS,1,Known,0.556,1,3.11,,13,4
m3.4_M5.4_i15_D2.4,6UBU,1,Known,1,1,0.494,,13,2
m3.4_M5.4_i15_D2.4,7ELR,1,Known,0.909,0.857,1.92,,13,2
m3.4_M5.4_i15_D2.4,8D2B,1,Known,0.696,0.982,3.34,,13,3
m3.4_M5.4_i15_D2.8,1F27,1,Known,0.875,0.917,2.68,,13,1
m3.4_M5.4_i15_D2.8,1Q8N,1,Known,1,0.791,0.822,,13,4
m3.4_M5.4_i15_D2.8,2GDI,2,Known,0.615,0.78,4.36,,13,5
m3.4_M5.4_i15_D2.8,3E5C,1,Known,0.778,0.761,3.71,,13,2
m3.4_M5.4_i15_D2.8,3NPQ,1,Known,0.923,0.927,0.553,,13,1
m3.4_M5.4_i15_D2.8,4B5R,1,Known,0.63,0.865,3.32,,13,8
m3.4_M5.4_i15_D2.8,4RZD,1,Known,1,1,0.363,,13,3
m3.4_M5.4_i15_D2.8,5KX9,3,Known,1,0.681,1.71,,13,6
m3.4_M5.4_i15_D2.8,6FZ0,1,Known,0.63,0.98,3.61,,13,3
m3.4_M5.4_i15_D2.8,6LAS,1,Known,0.704,1,1.8,,13,5
m3.4_M5.4_i15_D2.8,6UBU,1,Known,1,1,0.494,,13,2
m3.4_M5.4_i15_D2.8,7ELR,1,Known,0.909,0.632,3.1,,13,3
m3.4_M5.4_i15_D2.8,8D2B,1,Known,0.696,0.982,3.34,,13,4
m3.4_M5.4_i15_D3.2,1F27,1,Known,0.875,0.892,2.78,,13,1
m3.4_M5.4_i15_D3.2,1Q8N,1,Known,1,0.642,1.3,,13,3
m3.4_M5.4_i15_D3.2,2GDI,2,Known,0.615,0.78,4.36,,13,4
m3.4_M5.4_i15_D3.2,3E5C,2,Known,0.889,0.698,2.43,,13,2
m3.4_M5.4_i15_D3.2,3NPQ,1,Known,0.923,0.823,1.15,,13,3
m3.4_M5.4_i15_D3.2,4B5R,1,Known,0.63,0.767,3.56,,13,8
m3.4_M5.4_i15_D3.2,4RZD,1,Known,1,1,0.363,,13,3
m3.4_M5.4_i15_D3.2,5KX9,5,Known,1,0.681,1.71,,13,8
m3.4_M5.4_i15_D3.2,6FZ0,1,Known,0.63,0.98,3.61,,13,3
m3.4_M5.4_i15_D3.2,6LAS,1,Known,0.704,1,1.8,,13,5
m3.4_M5.4_i15_D3.2,6UBU,1,Known,1,0.833,1.73,,13,3
m3.4_M5.4_i15_D3.2,7ELR,1,Known,1,0.618,1.88,,13,3
m3.4_M5.4_i15_D3.2,8D2B,1,Known,0.696,0.982,3.34,,13,3
m3.4_M5.4_i20_D1.6,1F27,1,Known,0.75,1,1.72,,13,1
m3.4_M5.4_i20_D1.6,1Q8N,1,Known,1,1,0.452,,13,1
m3.4_M5.4_i20_D1.6,2GDI,1,Known,0.5,0.829,4.98,,13,2
m3.4_M5.4_i20_D1.6,3E5C,1,Known,0.667,1,3.35,,13,1
m3.4_M5.4_i20_D1.6,3NPQ,1,Known,0.5,1,4.04,,13,1
m3.4_M5.4_i20_D1.6,4RZD,1,Known,1,1,0.49,,13,1
m3.4_M5.4_i20_D1.6,5KX9,1,Known,0.593,1,2.59,,13,1
m3.4_M5.4_i20_D1.6,6FZ0,1,Known,0.593,1,3.69,,13,2
m3.4_M5.4_i20_D1.6,6UBU,1,Known,1,1,0.494,,13,1
m3.4_M5.4_i20_D1.6,7ELR,1,Known,0.909,0.878,1.88,,13,1
m3.4_M5.4_i20_D1.6,8D2B,1,Known,0.696,1,3.35,,13,1
m3.4_M5.4_i20_D2.0,1F27,1,Known,0.75,0.914,2.83,,13,1
m3.4_M5.4_i20_D2.0,1Q8N,1,Known,1,0.971,0.75,,13,2
m3.4_M5.4_i20_D2.0,2GDI,1,Known,0.5,0.773,4.81,,13,2
m3.4_M5.4_i20_D2.0,3E5C,1,Known,0.778,1,2.97,,13,1
m3.4_M5.4_i20_D2.0,3NPQ,1,Known,0.5,1,4.65,,13,2
m3.4_M5.4_i20_D2.0,3NPQ,2,Known,0.346,1,5.12,,13,2
m3.4_M5.4_i20_D2.0,4B5R,1,Known,0.481,0.815,4.55,,13,2
m3.4_M5.4_i20_D2.0,4RZD,1,Known,1,1,0.49,,13,2
m3.4_M5.4_i20_D2.0,5KX9,1,Known,0.593,1,2.59,,13,5
m3.4_M5.4_i20_D2.0,5KX9,3,Known,0.556,0.438,5.34,,13,5
m3.4_M5.4_i20_D2.0,6FZ0,1,Known,0.593,1,3.82,,13,2
m3.4_M5.4_i20_D2.0,6UBU,1,Known,1,1,0.494,,13,1
m3.4_M5.4_i20_D2.0,7ELR,1,Known,0.909,0.857,1.92,,13,1
m3.4_M5.4_i20_D2.0,8D2B,1,Known,0.696,0.982,3.34,,13,1
m3.4_M5.4_i20_D2.4,1F27,1,Known,0.75,0.914,2.83,,13,1
m3.4_M5.4_i20_D2.4,1Q8N,1,Known,1,0.803,0.965,,13,2
m3.4_M5.4_i20_D2.4,2GDI,1,Known,0.615,0.78,4.36,,13,3
m3.4_M5.4_i20_D2.4,3E5C,1,Known,0.778,0.833,3.66,,13,1
m3.4_M5.4_i20_D2.4,3NPQ,1,Known,0.462,0.923,5.01,,13,2
m3.4_M5.4_i20_D2.4,3NPQ,2,Known,0.5,0.964,4.8,,13,2
m3.4_M5.4_i20_D2.4,4B5R,1,Known,0.63,0.865,3.32,,13,2
m3.4_M5.4_i20_D2.4,4RZD,1,Known,1,1,0.49,,13,2
m3.4_M5.4_i20_D2.4,5KX9,2,Known,1,0.681,1.71,,13,3
m3.4_M5.4_i20_D2.4,6FZ0,1,Known,0.593,0.98,3.77,,13,2
m3.4_M5.4_i20_D2.4,6UBU,1,Known,1,1,0.494,,13,2
m3.4_M5.4_i20_D2.4,7ELR,1,Known,0.909,0.857,1.92,,13,1
m3.4_M5.4_i20_D2.4,8D2B,1,Known,0.696,0.982,3.34,,13,1
m3.4_M5.4_i20_D2.8,1F27,1,Known,0.875,0.917,2.68,,13,1
m3.4_M5.4_i20_D2.8,1Q8N,1,Known,1,0.791,0.822,,13,3
m3.4_M5.4_i20_D2.8,2GDI,2,Known,0.615,0.78,4.36,,13,3
m3.4_M5.4_i20_D2.8,3E5C,1,Known,0.778,0.761,3.71,,13,1
m3.4_M5.4_i20_D2.8,3NPQ,1,Known,0.923,0.927,0.553,,13,1
m3.4_M5.4_i20_D2.8,4B5R,1,Known,0.63,0.865,3.32,,13,4
m3.4_M5.4_i20_D2.8,4RZD,1,Known,1,1,0.363,,13,2
m3.4_M5.4_i20_D2.8,5KX9,2,Known,1,0.681,1.71,,13,5
m3.4_M5.4_i20_D2.8,6FZ0,1,Known,0.63,0.98,3.61,,13,2
m3.4_M5.4_i20_D2.8,6LAS,1,Known,0.704,1,1.8,,13,1
m3.4_M5.4_i20_D2.8,6UBU,1,Known,1,1,0.494,,13,2
m3.4_M5.4_i20_D2.8,7ELR,1,Known,0.909,0.632,3.1,,13,1
m3.4_M5.4_i20_D2.8,8D2B,1,Known,0.696,0.982,3.34,,13,1
m3.4_M5.4_i20_D3.2,1F27,1,Known,0.875,0.892,2.78,,13,1
m3.4_M5.4_i20_D3.2,1Q8N,1,Known,1,0.642,1.3,,13,3
m3.4_M5.4_i20_D3.2,2GDI,2,Known,0.615,0.78,4.36,,13,4
m3.4_M5.4_i20_D3.2,3E5C,1,Known,0.889,0.698,2.43,,13,1
m3.4_M5.4_i20_D3.2,3NPQ,1,Known,0.923,0.823,1.15,,13,1
m3.4_M5.4_i20_D3.2,4B5R,1,Known,0.63,0.767,3.56,,13,6
m3.4_M5.4_i20_D3.2,4RZD,1,Known,1,1,0.363,,13,2
m3.4_M5.4_i20_D3.2,5KX9,5,Known,1,0.681,1.71,,13,8
m3.4_M5.4_i20_D3.2,6FZ0,1,Known,0.63,0.98,3.61,,13,2
m3.4_M5.4_i20_D3.2,6LAS,1,Known,0.704,1,1.8,,13,4
m3.4_M5.4_i20_D3.2,6UBU,1,Known,1,0.833,1.73,,13,2
m3.4_M5.4_i20_D3.2,7ELR,1,Known,1,0.618,1.88,,13,2
m3.4_M5.4_i20_D3.2,8D2B,1,Known,0.696,0.982,3.34,,13,2
m3.4_M5.4_i25_D1.6,1F27,1,Known,0.75,1,1.72,,13,1
m3.4_M5.4_i25_D1.6,1Q8N,1,Known,1,1,0.452,,13,1
m3.4_M5.4_i25_D1.6,2GDI,1,Known,0.5,0.829,4.98,,13,1
m3.4_M5.4_i25_D1.6,3E5C,1,Known,0.667,1,3.35,,13,1
m3.4_M5.4_i25_D1.6,4RZD,1,Known,1,1,0.49,,13,1
m3.4_M5.4_i25_D1.6,5KX9,1,Known,0.593,1,2.59,,13,1
m3.4_M5.4_i25_D1.6,6FZ0,1,Known,0.593,1,3.69,,13,1
m3.4_M5.4_i25_D1.6,7ELR,1,Known,0.909,0.878,1.88,,13,1
m3.4_M5.4_i25_D1.6,8D2B,1,Known,0.696,1,3.35,,13,1
m3.4_M5.4_i25_D2.0,1F27,1,Known,0.75,0.914,2.83,,13,1
m3.4_M5.4_i25_D2.0,1Q8N,1,Known,1,0.971,0.75,,13,1
m3.4_M5.4_i25_D2.0,2GDI,1,Known,0.5,0.773,4.81,,13,1
m3.4_M5.4_i25_D2.0,3E5C,1,Known,0.778,1,2.97,,13,1
m3.4_M5.4_i25_D2.0,3NPQ,1,Known,0.5,1,4.65,,13,1
m3.4_M5.4_i25_D2.0,4B5R,1,Known,0.481,0.815,4.55,,13,2
m3.4_M5.4_i25_D2.0,4RZD,1,Known,1,1,0.49,,13,2
m3.4_M5.4_i25_D2.0,5KX9,1,Known,0.593,1,2.59,,13,3
m3.4_M5.4_i25_D2.0,5KX9,3,Known,0.556,0.438,5.34,,13,3
m3.4_M5.4_i25_D2.0,6FZ0,1,Known,0.593,1,3.82,,13,2
m3.4_M5.4_i25_D2.0,7ELR,1,Known,0.909,0.857,1.92,,13,1
m3.4_M5.4_i25_D2.0,8D2B,1,Known,0.696,0.982,3.34,,13,1
m3.4_M5.4_i25_D2.4,1F27,1,Known,0.75,0.914,2.83,,13,1
m3.4_M5.4_i25_D2.4,1Q8N,1,Known,1,0.803,0.965,,13,2
m3.4_M5.4_i25_D2.4,2GDI,1,Known,0.615,0.78,4.36,,13,1
m3.4_M5.4_i25_D2.4,3E5C,1,Known,0.778,0.833,3.66,,13,1
m3.4_M5.4_i25_D2.4,3NPQ,1,Known,0.462,0.923,5.01,,13,2
m3.4_M5.4_i25_D2.4,3NPQ,2,Known,0.5,0.964,4.8,,13,2
m3.4_M5.4_i25_D2.4,4B5R,1,Known,0.63,0.865,3.32,,13,2
m3.4_M5.4_i25_D2.4,4RZD,1,Known,1,1,0.49,,13,2
m3.4_M5.4_i25_D2.4,5KX9,2,Known,1,0.681,1.71,,13,3
m3.4_M5.4_i25_D2.4,6FZ0,1,Known,0.593,0.98,3.77,,13,2
m3.4_M5.4_i25_D2.4,7ELR,1,Known,0.909,0.857,1.92,,13,1
m3.4_M5.4_i25_D2.4,8D2B,1,Known,0.696,0.982,3.34,,13,1
m3.4_M5.4_i25_D2.8,1F27,1,Known,0.875,0.917,2.68,,13,1
m3.4_M5.4_i25_D2.8,1Q8N,1,Known,1,0.791,0.822,,13,2
m3.4_M5.4_i25_D2.8,2GDI,2,Known,0.615,0.78,4.36,,13,2
m3.4_M5.4_i25_D2.8,3E5C,1,Known,0.778,0.761,3.71,,13,1
m3.4_M5.4_i25_D2.8,3NPQ,1,Known,0.923,0.927,0.553,,13,1
m3.4_M5.4_i25_D2.8,4B5R,1,Known,0.63,0.865,3.32,,13,3
m3.4_M5.4_i25_D2.8,4RZD,1,Known,1,1,0.363,,13,2
m3.4_M5.4_i25_D2.8,5KX9,2,Known,1,0.681,1.71,,13,4
m3.4_M5.4_i25_D2.8,6FZ0,1,Known,0.63,0.98,3.61,,13,2
m3.4_M5.4_i25_D2.8,7ELR,1,Known,0.909,0.632,3.1,,13,1
m3.4_M5.4_i25_D2.8,8D2B,1,Known,0.696,0.982,3.34,,13,1
m3.4_M5.4_i25_D3.2,1F27,1,Known,0.875,0.892,2.78,,13,1
m3.4_M5.4_i25_D3.2,1Q8N,1,Known,1,0.642,1.3,,13,3
m3.4_M5.4_i25_D3.2,2GDI,2,Known,0.615,0.78,4.36,,13,3
m3.4_M5.4_i25_D3.2,3E5C,1,Known,0.889,0.698,2.43,,13,1
m3.4_M5.4_i25_D3.2,3NPQ,1,Known,0.923,0.823,1.15,,13,1
m3.4_M5.4_i25_D3.2,4B5R,1,Known,0.63,0.767,3.56,,13,3
m3.4_M5.4_i25_D3.2,4RZD,1,Known,1,1,0.363,,13,2
m3.4_M5.4_i25_D3.2,5KX9,3,Known,1,0.681,1.71,,13,5
m3.4_M5.4_i25_D3.2,6FZ0,1,Known,0.63,0.98,3.61,,13,2
m3.4_M5.4_i25_D3.2,6UBU,1,Known,1,0.833,1.73,,13,2
m3.4_M5.4_i25_D3.2,7ELR,1,Known,1,0.618,1.88,,13,2
m3.4_M5.4_i25_D3.2,8D2B,1,Known,0.696,0.982,3.34,,13,2
m3.4_M5.4_i30_D1.6,1Q8N,1,Known,1,1,0.452,,13,1
m3.4_M5.4_i30_D1.6,2GDI,1,Known,0.5,0.829,4.98,,13,1
m3.4_M5.4_i30_D1.6,5KX9,1,Known,0.593,1,2.59,,13,1
m3.4_M5.4_i30_D1.6,6FZ0,1,Known,0.593,1,3.69,,13,1
m3.4_M5.4_i30_D1.6,7ELR,1,Known,0.909,0.878,1.88,,13,1
m3.4_M5.4_i30_D1.6,8D2B,1,Known,0.696,1,3.35,,13,1
m3.4_M5.4_i30_D2.0,1F27,1,Known,0.75,0.914,2.83,,13,1
m3.4_M5.4_i30_D2.0,1Q8N,1,Known,1,0.971,0.75,,13,1
m3.4_M5.4_i30_D2.0,2GDI,1,Known,0.5,0.773,4.81,,13,1
m3.4_M5.4_i30_D2.0,3E5C,1,Known,0.778,1,2.97,,13,1
m3.4_M5.4_i30_D2.0,5KX9,1,Known,0.593,1,2.59,,13,2
m3.4_M5.4_i30_D2.0,5KX9,2,Known,0.556,0.438,5.34,,13,2
m3.4_M5.4_i30_D2.0,6FZ0,1,Known,0.593,1,3.82,,13,1
m3.4_M5.4_i30_D2.0,7ELR,1,Known,0.909,0.857,1.92,,13,1
m3.4_M5.4_i30_D2.0,8D2B,1,Known,0.696,0.982,3.34,,13,1
m3.4_M5.4_i30_D2.4,1F27,1,Known,0.75,0.914,2.83,,13,1
m3.4_M5.4_i30_D2.4,1Q8N,1,Known,1,0.803,0.965,,13,2
m3.4_M5.4_i30_D2.4,2GDI,1,Known,0.615,0.78,4.36,,13,1
m3.4_M5.4_i30_D2.4,3E5C,1,Known,0.778,0.833,3.66,,13,1
m3.4_M5.4_i30_D2.4,4B5R,1,Known,0.63,0.865,3.32,,13,2
m3.4_M5.4_i30_D2.4,5KX9,1,Known,1,0.681,1.71,,13,1
m3.4_M5.4_i30_D2.4,6FZ0,1,Known,0.593,0.98,3.77,,13,2
m3.4_M5.4_i30_D2.4,7ELR,1,Known,0.909,0.857,1.92,,13,1
m3.4_M5.4_i30_D2.4,8D2B,1,Known,0.696,0.982,3.34,,13,1
m3.4_M5.4_i30_D2.8,1F27,1,Known,0.875,0.917,2.68,,13,1
m3.4_M5.4_i30_D2.8,1Q8N,1,Known,1,0.791,0.822,,13,2
m3.4_M5.4_i30_D2.8,2GDI,2,Known,0.615,0.78,4.36,,13,2
m3.4_M5.4_i30_D2.8,3E5C,1,Known,0.778,0.761,3.71,,13,1
m3.4_M5.4_i30_D2.8,3NPQ,1,Known,0.923,0.927,0.553,,13,1
m3.4_M5.4_i30_D2.8,4B5R,1,Known,0.63,0.865,3.32,,13,3
m3.4_M5.4_i30_D2.8,5KX9,1,Known,1,0.681,1.71,,13,1
m3.4_M5.4_i30_D2.8,6FZ0,1,Known,0.63,0.98,3.61,,13,2
m3.4_M5.4_i30_D2.8,7ELR,1,Known,0.909,0.632,3.1,,13,1
m3.4_M5.4_i30_D2.8,8D2B,1,Known,0.696,0.982,3.34,,13,1
m3.4_M5.4_i30_D3.2,1F27,1,Known,0.875,0.892,2.78,,13,1
m3.4_M5.4_i30_D3.2,1Q8N,1,Known,1,0.642,1.3,,13,2
m3.4_M5.4_i30_D3.2,2GDI,2,Known,0.615,0.78,4.36,,13,2
m3.4_M5.4_i30_D3.2,3E5C,1,Known,0.889,0.698,2.43,,13,1
m3.4_M5.4_i30_D3.2,3NPQ,1,Known,0.923,0.823,1.15,,13,1
m3.4_M5.4_i30_D3.2,4B5R,1,Known,0.63,0.767,3.56,,13,3
m3.4_M5.4_i30_D3.2,5KX9,2,Known,1,0.681,1.71,,13,3
m3.4_M5.4_i30_D3.2,6FZ0,1,Known,0.63,0.98,3.61,,13,2
m3.4_M5.4_i30_D3.2,6UBU,1,Known,1,0.833,1.73,,13,2
m3.4_M5.4_i30_D3.2,7ELR,1,Known,1,0.618,1.88,,13,1
m3.4_M5.4_i30_D3.2,8D2B,1,Known,0.696,0.982,3.34,,13,2
m3.4_M5.8_i10_D1.6,1F27,1,Known,0.875,1,1.4,,13,4
m3.4_M5.8_i10_D1.6,1Q8N,1,Known,1,1,0.667,,13,10
m3.4_M5.8_i10_D1.6,2GDI,1,Known,0.654,0.843,4.26,,13,8
m3.4_M5.8_i10_D1.6,3E5C,1,Known,0.667,1,3.23,,13,6
m3.4_M5.8_i10_D1.6,3E5C,3,Known,0.481,0.95,3.96,,13,6
m3.4_M5.8_i10_D1.6,3NPQ,1,Known,0.462,0.95,4.54,,13,4
m3.4_M5.8_i10_D1.6,3NPQ,2,Known,0.5,1,4.04,,13,4
m3.4_M5.8_i10_D1.6,4B5R,2,Known,0.407,0.719,4.81,,13,13
m3.4_M5.8_i10_D1.6,4B5R,3,Known,0.481,1,2.67,,13,13
m3.4_M5.8_i10_D1.6,4RZD,1,Known,1,1,0.47,,13,6
m3.4_M5.8_i10_D1.6,5KX9,1,Known,0.926,1,1.61,,13,15
m3.4_M5.8_i10_D1.6,6FZ0,1,Known,0.63,1,3.64,,13,6
m3.4_M5.8_i10_D1.6,6LAS,4,Known,0.593,1,3.22,,13,5
m3.4_M5.8_i10_D1.6,6UBU,1,Known,1,1,0.494,,13,7
m3.4_M5.8_i10_D1.6,7ELR,1,Known,0.909,0.735,2.28,,13,4
m3.4_M5.8_i10_D1.6,8D2B,1,Known,0.696,1,3.33,,13,4
m3.4_M5.8_i10_D2.0,1F27,1,Known,0.875,0.944,2.16,,13,4
m3.4_M5.8_i10_D2.0,1Q8N,1,Known,1,0.923,1.12,,13,8
m3.4_M5.8_i10_D2.0,2GDI,1,Known,0.654,0.8,4.1,,13,10
